,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_tenure_ratio
509,20,0,1,2,94.3,1818.3,1,90.915
510,61,0,0,3,106.45,6300.15,1,103.2811475409836
511,5,0,0,3,74.35,334.8,0,66.96000000000001
512,56,0,0,4,105.45,5916.95,1,105.65982142857142
513,30,0,0,2,95.0,2852.4,1,95.08
514,40,0,0,4,104.8,4131.95,0,103.29875
515,28,0,1,1,54.3,1546.3,1,55.225
516,5,0,0,3,70.05,302.6,1,60.52
517,27,0,0,4,75.2,1929.35,0,71.4574074074074
518,12,0,0,2,20.05,265.45,1,22.120833333333334
519,67,0,1,3,105.4,6989.45,1,104.32014925373134
520,29,0,0,3,51.6,1442.0,1,49.72413793103448
521,55,0,0,4,85.5,4713.4,1,85.69818181818181
522,23,0,0,4,75.6,1758.6,0,76.4608695652174
523,34,0,0,3,100.05,3480.0,0,102.3529411764706
524,52,0,1,3,91.25,4738.3,1,91.12115384615385
525,72,0,2,2,115.75,8399.15,1,116.6548611111111
526,58,0,1,2,94.7,5430.35,1,93.62672413793103
527,35,0,2,1,19.6,686.95,1,19.627142857142857
528,56,0,2,4,99.9,5706.3,1,101.89821428571427
529,24,0,2,2,21.1,490.65,1,20.44375
530,70,0,2,2,20.05,1360.25,1,19.432142857142857
531,2,0,0,3,79.95,174.45,1,87.225
532,68,0,1,2,107.15,7379.8,1,108.5264705882353
533,1,0,0,3,85.0,85.0,0,85.0
534,12,0,0,3,89.55,1021.75,1,85.14583333333333
535,63,0,0,4,81.55,5029.05,1,79.82619047619048
536,33,0,1,1,58.45,1955.4,1,59.25454545454546
537,69,0,1,2,95.65,6744.2,1,97.74202898550725
538,60,0,2,4,80.6,4946.7,1,82.445
539,72,0,2,4,113.1,8248.5,1,114.5625
540,11,0,0,1,58.95,601.6,1,54.690909090909095
541,1,0,0,1,19.55,19.55,1,19.55
542,10,0,0,4,86.05,834.1,0,83.41
543,13,1,0,2,45.55,597.0,0,45.92307692307692
544,34,0,1,4,78.95,2647.2,1,77.85882352941177
545,39,0,0,1,86.3,3266.0,0,83.74358974358974
546,65,0,1,4,105.05,6744.25,1,103.75769230769232
547,50,0,1,4,101.9,5265.5,1,105.31
548,15,0,0,1,19.75,311.6,1,20.773333333333333
549,72,0,2,4,110.3,7966.9,1,110.65138888888887
550,72,0,2,4,115.6,8220.4,1,114.17222222222222
551,55,0,2,4,19.35,1153.25,1,20.96818181818182
552,23,0,2,2,25.6,514.75,1,22.38043478260869
553,32,0,0,4,80.35,2596.15,0,81.1296875
554,56,0,1,4,68.75,3808.0,1,68.0
555,1,0,0,4,19.9,19.9,1,19.9
556,38,0,1,1,70.6,2708.2,1,71.26842105263158
557,11,0,0,3,70.2,760.05,1,69.09545454545454
558,1,0,0,3,49.3,49.3,1,49.3
559,56,0,1,3,107.25,6033.3,1,107.7375
560,3,0,0,1,23.6,89.05,1,29.683333333333334
561,7,0,0,2,69.7,516.15,1,73.73571428571428
562,59,0,2,2,99.5,5861.75,1,99.35169491525424
563,7,0,0,4,64.3,445.95,1,63.707142857142856
564,71,0,2,2,70.85,4973.4,1,70.04788732394366
565,15,0,1,3,101.9,1667.25,1,111.15
566,71,0,2,2,73.5,5357.75,1,75.46126760563381
567,35,0,0,3,100.25,3527.6,0,100.78857142857144
568,11,1,1,2,40.4,422.6,1,38.41818181818182
569,60,0,2,2,19.25,1103.25,1,18.3875
570,47,0,2,4,59.6,2754.0,1,58.59574468085106
571,11,0,1,2,64.9,697.25,1,63.38636363636363
572,56,0,1,2,100.3,5614.45,0,100.25803571428573
573,28,0,0,3,110.85,3204.4,1,114.44285714285716
574,61,0,2,1,81.05,4747.65,1,77.83032786885245
575,31,0,1,4,98.05,3082.1,1,99.42258064516128
576,9,0,0,3,70.5,597.9,1,66.43333333333334
577,35,0,0,3,94.55,3365.4,1,96.15428571428572
578,2,0,0,1,19.65,38.8,1,19.4
579,12,0,0,1,19.0,233.55,0,19.4625
580,1,0,0,1,75.3,75.3,0,75.3
581,4,0,0,3,89.2,346.2,0,86.55
582,1,0,0,1,19.0,19.0,1,19.0
583,3,0,0,1,20.0,61.7,1,20.566666666666663
584,1,0,0,3,85.7,85.7,0,85.7
585,52,0,2,2,63.25,3342.45,1,64.27788461538461
586,5,0,1,1,20.1,85.1,1,17.02
587,72,0,2,3,99.15,7422.1,1,103.08472222222224
588,71,0,2,3,90.4,6668.05,1,93.9161971830986
589,72,0,2,2,111.9,8071.05,1,112.09791666666666
590,46,0,1,3,24.9,1174.8,1,25.539130434782606
591,63,0,2,2,83.5,5435.0,1,86.26984126984127
592,30,0,0,2,84.3,2438.6,1,81.28666666666666
593,1,0,0,1,45.6,45.6,1,45.6
594,12,0,0,1,61.65,713.75,0,59.47916666666666
595,16,1,2,1,54.85,916.15,1,57.259375
596,4,0,0,1,65.55,237.2,1,59.3
597,51,0,1,2,90.35,4614.55,1,90.4813725490196
598,65,0,2,2,20.4,1414.45,1,21.76076923076923
599,16,0,0,2,74.55,1170.5,1,73.15625
600,2,0,1,1,19.95,47.7,1,23.85
601,66,0,1,4,74.25,4859.25,1,73.625
602,46,0,2,3,108.65,4903.2,1,106.59130434782608
603,32,0,1,4,109.55,3608.0,1,112.75
604,72,0,2,2,86.65,6094.25,1,84.64236111111111
605,38,0,2,2,81.0,3084.9,1,81.18157894736842
606,51,0,1,2,47.85,2356.75,1,46.21078431372549
607,72,0,2,4,114.55,8306.05,1,115.36180555555556
608,65,0,0,4,105.25,6786.4,0,104.40615384615384
609,9,1,0,3,29.95,248.95,0,27.66111111111111
610,9,0,0,1,65.0,663.05,0,73.67222222222222
611,66,0,2,1,20.55,1357.1,1,20.56212121212121
612,44,0,1,2,109.8,4860.35,1,110.4625
613,50,0,2,4,69.5,3418.2,1,68.36399999999999
614,15,0,0,1,48.85,631.4,1,42.09333333333333
615,8,1,0,2,25.25,186.3,1,23.2875
616,66,0,1,2,102.85,6976.75,1,105.70833333333331
617,57,0,0,4,87.55,4884.85,1,85.69912280701755
618,7,0,0,4,78.55,522.95,1,74.70714285714287
619,10,1,0,4,34.55,362.6,1,36.260000000000005
620,62,0,1,3,92.05,5755.8,1,92.83548387096776
621,40,0,1,3,85.05,3355.65,1,83.89125
622,20,0,2,1,19.7,406.95,1,20.3475
623,7,0,0,4,20.0,137.6,0,19.65714285714285
624,25,0,0,3,95.15,2395.7,1,95.828
625,23,0,0,3,84.25,1968.1,1,85.5695652173913
626,66,0,1,2,104.6,6819.45,1,103.325
627,72,0,2,3,111.65,7943.45,1,110.32569444444444
628,49,0,0,2,90.05,4547.25,0,92.80102040816328
629,43,0,0,4,110.75,4687.9,0,109.02093023255811
630,46,0,0,4,55.0,2473.95,1,53.78152173913043
631,72,0,2,2,89.85,6562.9,1,91.15138888888887
632,10,0,1,1,20.35,176.3,1,17.630000000000003
633,40,1,1,4,54.55,2236.2,1,55.905
634,65,0,0,3,105.5,6985.65,0,107.47153846153846
635,31,0,2,4,99.45,3109.9,1,100.31935483870969
636,68,0,2,2,70.9,4911.35,1,72.22573529411765
637,56,0,1,4,104.55,5794.65,0,103.47589285714284
638,10,0,0,3,85.25,855.3,0,85.53
639,68,0,2,4,25.4,1620.2,1,23.826470588235296
640,43,0,0,3,56.15,2499.3,0,58.12325581395349
641,1,0,0,3,89.55,89.55,0,89.55
642,49,0,1,4,89.85,4287.2,1,87.4938775510204
643,15,0,0,3,25.25,394.85,1,26.32333333333333
644,20,0,0,3,94.55,1899.65,0,94.9825
645,1,0,0,1,45.7,45.7,0,45.7
646,50,0,1,3,69.65,3442.15,1,68.843
647,2,0,0,3,89.5,161.5,0,80.75
648,24,0,0,2,70.0,1732.6,1,72.19166666666666
649,3,0,0,4,69.55,222.3,0,74.10000000000001
650,1,0,0,1,74.6,74.6,0,74.6
651,35,0,2,1,20.1,655.3,1,18.72285714285714
652,17,0,0,1,24.8,475.25,1,27.955882352941178
653,8,0,0,3,19.65,164.3,0,20.5375
654,10,0,0,2,95.1,865.1,1,86.51
655,68,0,2,2,88.85,6132.7,1,90.18676470588235
656,45,0,1,4,78.8,3597.5,1,79.94444444444444
657,2,0,1,1,19.85,35.9,0,17.95
658,37,0,0,4,20.35,697.65,1,18.855405405405406
659,4,1,0,1,24.25,96.05,0,24.0125
660,10,0,0,1,45.25,428.7,1,42.87
661,1,0,0,1,20.05,20.05,1,20.05
662,65,0,2,1,69.55,4459.15,1,68.60230769230769
663,57,0,2,4,19.5,1167.6,1,20.48421052631579
664,3,0,0,1,74.75,238.1,1,79.36666666666666
665,2,0,0,3,69.65,145.15,0,72.575
666,49,1,0,4,30.2,1453.1,1,29.655102040816324
667,4,0,0,1,45.65,191.05,0,47.7625
668,70,1,2,4,57.8,4039.3,1,57.70428571428572
669,53,0,1,4,19.85,1039.45,1,19.6122641509434
670,53,0,2,2,25.55,1336.1,1,25.20943396226415
671,1,0,0,1,75.05,75.05,0,75.05
672,22,0,0,2,24.85,493.4,1,22.42727272727273
673,52,1,0,3,49.15,2550.9,0,49.05576923076923
674,65,0,2,3,110.35,7246.15,1,111.47923076923075
675,48,0,1,4,24.55,1203.95,1,25.082291666666663
676,2,1,0,3,34.7,62.25,0,31.125
677,3,0,0,1,107.95,313.6,1,104.53333333333336
678,45,0,0,4,81.4,3775.85,1,83.90777777777778
679,1,0,0,3,80.0,80.0,0,80.0
680,61,0,2,4,73.8,4616.05,1,75.67295081967214
681,3,0,0,2,64.4,195.65,1,65.21666666666667
682,40,0,1,2,103.75,4188.4,1,104.71
683,1,0,0,1,71.1,71.1,1,71.1
684,1,0,0,3,49.9,49.9,1,49.9
685,51,0,1,4,24.6,1266.4,1,24.83137254901961
686,2,0,0,3,49.25,91.1,0,45.55
687,52,1,1,1,30.1,1623.4,1,31.21923076923077
688,51,0,0,4,83.4,4149.45,1,81.36176470588235
689,1,0,0,1,20.45,20.45,1,20.45
690,31,0,1,4,75.25,2344.5,1,75.62903225806451
691,47,0,1,2,20.55,1013.05,1,21.554255319148936
692,3,0,0,2,75.1,270.7,0,90.23333333333332
693,22,0,1,1,20.05,417.0,1,18.954545454545453
694,1,0,0,1,20.65,20.65,1,20.65
695,72,0,2,4,85.15,6316.2,1,87.725
696,3,0,0,3,50.15,168.15,0,56.05
697,47,0,1,4,84.95,4018.05,1,85.4904255319149
698,72,0,2,2,66.5,4811.6,1,66.82777777777778
699,66,0,2,4,63.3,4189.7,1,63.48030303030303
700,35,0,0,3,83.15,2848.45,1,81.38428571428571
701,29,0,0,3,84.9,2516.2,1,86.7655172413793
702,2,0,0,1,20.55,33.6,1,16.8
703,4,0,0,1,49.25,208.45,1,52.1125
704,25,0,0,4,79.85,2015.35,0,80.61399999999999
705,65,0,2,1,59.6,3739.8,1,57.535384615384615
706,27,0,1,4,104.65,2964.0,1,109.77777777777776
707,29,0,0,2,75.3,2263.4,1,78.04827586206896
708,29,0,0,2,80.1,2211.8,1,76.26896551724138
709,1,0,0,1,19.55,19.55,0,19.55
710,20,0,0,1,81.0,1683.7,1,84.185
711,58,0,2,2,24.7,1519.0,1,26.1896551724138
712,14,0,0,1,86.0,1164.05,1,83.14642857142857
713,72,0,2,1,25.4,1710.9,1,23.762500000000003
714,46,0,0,2,89.15,4245.55,1,92.29456521739132
715,71,1,2,4,58.25,4145.9,1,58.39295774647887
716,32,0,0,4,85.65,2664.3,1,83.259375
717,26,1,0,2,50.35,1277.5,1,49.13461538461539
718,68,0,0,2,80.35,5589.3,1,82.19558823529412
719,2,0,1,1,20.2,34.75,1,17.375
720,61,0,2,2,20.55,1305.95,1,21.409016393442624
721,4,0,0,3,85.95,381.3,0,95.325
722,3,0,0,3,45.35,141.5,0,47.16666666666666
723,33,0,0,3,94.5,3105.55,0,94.10757575757576
724,9,0,0,1,21.25,204.55,1,22.72777777777777
725,22,0,2,1,26.25,605.9,1,27.54090909090909
726,5,0,0,3,80.85,356.1,1,71.22
727,30,0,0,2,91.7,2758.15,0,91.93833333333332
728,65,0,2,2,74.2,4805.65,1,73.93307692307691
729,45,0,0,3,87.25,3941.7,0,87.59333333333333
730,5,0,0,1,20.35,92.75,1,18.55
731,25,0,0,3,75.5,1901.05,1,76.042
732,72,0,2,4,79.05,5730.7,1,79.59305555555555
733,27,0,0,4,90.15,2423.4,1,89.75555555555556
734,32,1,0,2,50.6,1653.45,1,51.6703125
735,30,0,1,2,110.45,3327.05,1,110.90166666666669
736,70,0,2,2,101.0,7085.5,1,101.22142857142858
737,42,0,0,4,79.35,3344.1,1,79.62142857142857
738,72,0,2,4,89.85,6697.35,1,93.01875
739,47,0,2,1,65.0,2879.9,1,61.27446808510639
740,2,0,0,3,80.45,137.1,1,68.55
741,10,0,0,3,98.55,1008.55,0,100.855
742,61,0,2,1,24.1,1551.6,1,25.43606557377049
743,5,0,0,2,44.05,202.15,1,40.43
744,72,0,2,2,110.8,7882.25,1,109.47569444444444
745,72,0,2,4,114.95,8196.4,1,113.83888888888887
746,3,0,0,1,75.05,202.9,1,67.63333333333334
747,48,0,2,1,19.25,855.1,1,17.814583333333335
748,63,0,1,2,90.05,5817.0,1,92.33333333333331
749,27,0,0,1,56.7,1652.95,1,61.220370370370375
750,70,0,2,2,80.15,5600.15,1,80.00214285714286
751,7,0,0,2,71.35,515.75,1,73.67857142857143
752,2,0,0,3,90.35,190.5,1,95.25
753,20,0,0,3,98.55,1842.8,0,92.14
754,66,0,2,4,19.7,1253.8,1,18.996969696969696
755,3,0,0,1,19.85,57.2,1,19.066666666666663
756,15,0,0,4,85.9,1269.55,0,84.63666666666667
757,72,0,2,4,90.35,6563.4,1,91.15833333333332
758,1,0,0,1,20.8,20.8,1,20.8
759,22,0,0,3,89.25,1907.85,0,86.72045454545454
760,3,0,0,3,70.3,208.85,0,69.61666666666666
761,72,0,2,4,66.85,4758.8,1,66.09444444444445
762,65,0,2,1,19.9,1292.6,1,19.88615384615385
763,11,1,0,1,35.8,363.15,1,33.01363636363636
764,22,0,0,1,78.85,1600.25,1,72.73863636363636
765,14,0,1,4,20.4,275.7,1,19.692857142857143
766,41,0,0,3,74.25,3089.1,1,75.34390243902439
767,17,0,1,1,64.8,1175.6,1,69.15294117647058
768,11,0,0,2,20.45,237.3,1,21.57272727272728
769,15,0,0,3,93.35,1444.65,0,96.31
770,1,0,0,1,19.9,19.9,0,19.9
771,5,0,0,1,88.9,454.15,0,90.83
772,33,0,1,3,95.8,3036.75,0,92.02272727272728
773,72,0,2,2,110.65,8065.65,1,112.02291666666666
774,3,1,0,1,40.3,92.5,1,30.83333333333333
775,2,0,0,3,82.0,184.65,0,92.325
776,59,0,1,2,107.0,6152.3,1,104.27627118644068
777,2,0,0,3,45.35,89.5,0,44.75
778,71,0,2,2,73.35,5154.5,1,72.59859154929578
779,5,0,0,1,44.8,220.45,1,44.09
780,27,0,0,2,54.75,1510.3,1,55.93703703703704
781,1,0,0,3,52.2,52.2,0,52.2
782,63,1,1,4,40.6,2588.95,1,41.09444444444444
783,46,0,1,3,110.0,4874.8,0,105.97391304347826
784,72,0,2,4,55.3,3983.6,1,55.327777777777776
785,34,0,0,4,60.85,2003.6,1,58.92941176470588
786,24,0,1,3,78.4,1832.4,1,76.35000000000001
787,72,0,2,4,69.65,4908.25,1,68.17013888888889
788,60,1,2,2,59.85,3590.2,1,59.836666666666666
789,68,0,1,2,76.9,5023.0,1,73.86764705882354
790,8,0,2,1,19.85,146.6,1,18.325
791,34,0,2,2,67.65,2339.3,1,68.8029411764706
792,6,1,0,2,45.0,298.7,1,49.78333333333333
793,2,0,0,1,64.2,143.65,1,71.825
794,31,0,1,2,81.7,2548.65,1,82.21451612903226
795,20,0,0,4,25.55,507.4,1,25.37
796,1,0,0,3,20.0,20.0,1,20.0
797,62,0,1,3,96.75,6125.4,0,98.7967741935484
798,70,0,2,2,75.65,5411.4,1,77.30571428571427
799,10,0,0,3,98.5,1058.25,0,105.825
800,39,0,2,1,23.8,903.8,1,23.174358974358974
801,46,0,2,2,64.2,3009.5,1,65.42391304347827
802,6,0,0,3,85.35,489.45,0,81.575
803,72,0,2,4,76.8,5468.45,1,75.95069444444444
804,18,0,0,2,55.2,1058.1,1,58.78333333333333
805,71,0,2,2,108.55,7616.0,1,107.26760563380282
806,40,0,0,3,101.3,4113.1,0,102.8275
807,1,0,0,3,69.55,69.55,0,69.55
808,58,0,1,4,103.25,6017.65,0,103.75258620689657
809,70,0,2,2,104.0,7250.15,0,103.57357142857144
810,42,0,2,3,25.25,1108.2,1,26.38571428571429
811,34,1,1,4,30.4,938.65,1,27.60735294117647
812,5,0,0,4,20.05,94.15,1,18.83
813,25,0,0,1,84.6,2088.05,1,83.522
814,2,0,0,1,86.2,178.7,0,89.35
815,55,0,1,4,103.7,5656.75,1,102.85
816,21,0,0,3,111.2,2317.1,0,110.33809523809524
817,70,0,2,2,88.0,5986.45,1,85.52071428571428
818,61,0,0,3,106.35,6751.35,1,110.67786885245904
819,43,0,2,2,79.15,3566.6,1,82.94418604651163
820,47,0,1,3,103.1,4889.3,1,104.02765957446807
821,5,0,0,2,63.95,318.1,1,63.620000000000005
822,62,0,2,2,25.8,1563.95,1,25.225
823,16,0,0,2,89.45,1430.25,0,89.390625
824,7,0,0,4,95.6,644.35,0,92.05
825,14,0,0,1,25.55,372.45,1,26.603571428571428
826,60,0,1,3,90.95,5453.4,0,90.89
827,34,1,0,3,44.85,1442.6,1,42.42941176470588
828,50,0,1,3,108.55,5610.7,0,112.214
829,38,0,2,2,25.05,963.95,1,25.367105263157896
830,70,0,1,2,74.1,5222.3,1,74.60428571428572
831,37,0,0,3,88.8,3340.55,1,90.28513513513514
832,4,0,0,3,78.85,292.8,0,73.2
833,60,0,0,3,93.25,5774.55,1,96.2425
834,62,0,1,2,71.4,4487.3,1,72.3758064516129
835,1,0,0,1,44.4,44.4,0,44.4
836,36,0,0,2,79.2,2854.95,1,79.30416666666666
837,44,0,2,2,20.4,905.55,1,20.580681818181816
838,55,0,1,3,100.0,5509.3,0,100.16909090909093
839,72,0,2,2,105.0,7589.8,1,105.41388888888888
840,12,0,1,4,19.8,229.6,0,19.133333333333333
841,13,1,0,4,30.85,394.1,1,30.315384615384616
842,1,0,0,3,89.9,89.9,0,89.9
843,15,0,1,1,20.55,295.95,1,19.73
844,65,0,2,4,84.85,5459.2,1,83.9876923076923
845,12,1,1,2,33.15,444.75,1,37.0625
846,72,0,2,2,92.0,6782.15,1,94.19652777777776
847,72,0,2,2,89.8,6510.45,1,90.42291666666668
848,72,0,2,4,115.8,8476.5,1,117.72916666666669
849,52,0,2,1,85.15,4461.85,1,85.8048076923077
850,2,0,0,1,24.85,62.0,1,31.0
851,5,0,0,3,64.35,352.65,1,70.53
852,68,0,2,2,20.5,1424.9,1,20.954411764705885
853,62,0,1,3,100.15,6413.65,0,103.44596774193548
854,72,0,2,2,86.05,6309.65,1,87.63402777777777
855,1,0,0,3,50.8,50.8,0,50.8
856,66,0,1,3,89.0,5898.6,1,89.37272727272727
857,72,1,2,2,64.8,4719.75,1,65.55208333333333
858,26,0,1,2,19.8,457.3,1,17.588461538461537
859,64,0,2,4,93.4,5822.3,1,90.9734375
860,20,0,0,3,73.65,1463.5,0,73.175
861,3,0,0,3,95.1,307.4,0,102.46666666666664
862,22,0,0,2,94.65,2104.55,0,95.66136363636365
863,4,0,0,1,80.6,319.15,0,79.7875
864,62,1,2,4,39.0,2337.45,1,37.7008064516129
865,5,0,0,1,20.5,104.3,1,20.86
866,59,0,1,3,85.55,5084.65,0,86.18050847457627
867,3,0,2,1,26.4,121.25,1,40.41666666666666
868,72,0,2,4,98.2,7015.9,1,97.44305555555556
869,57,0,1,2,97.55,5598.0,1,98.21052631578948
870,66,0,2,2,19.95,1269.1,1,19.22878787878788
871,60,1,0,3,50.8,3027.4,0,50.45666666666667
872,45,0,2,4,99.7,4634.35,1,102.98555555555556
873,3,1,0,2,34.8,113.95,1,37.98333333333333
874,15,0,0,3,105.1,1582.75,0,105.51666666666668
875,51,1,1,4,60.15,3077.0,1,60.333333333333336
876,60,0,1,3,64.75,4039.5,1,67.325
877,33,0,0,4,54.65,1665.2,1,50.46060606060606
878,10,0,0,3,110.1,1043.3,0,104.33
879,26,0,1,2,19.3,504.2,1,19.392307692307693
880,6,0,0,3,83.9,497.55,0,82.925
881,67,0,1,3,111.25,7511.65,1,112.1141791044776
882,49,1,1,2,35.8,1782.0,1,36.36734693877551
883,1,0,0,1,20.05,20.05,1,20.05
884,7,0,0,3,84.35,609.65,1,87.09285714285714
885,27,0,1,4,110.5,2857.6,1,105.83703703703704
886,37,0,1,2,91.2,3247.55,1,87.77162162162162
887,63,0,0,3,100.55,6215.35,0,98.65634920634922
888,31,0,0,3,89.3,2823.0,1,91.06451612903226
889,50,0,0,4,103.85,5017.9,0,100.358
890,32,0,0,2,81.1,2619.25,1,81.8515625
891,1,1,0,3,24.6,24.6,0,24.6
892,63,0,1,2,81.2,4965.1,1,78.81111111111112
893,30,0,0,2,94.3,2679.7,1,89.32333333333332
894,71,0,2,4,116.1,8310.55,1,117.04999999999998
895,53,0,2,3,105.55,5682.25,1,107.2122641509434
896,12,0,0,4,98.9,1120.95,0,93.4125
897,50,0,0,2,94.4,4914.9,1,98.298
898,2,0,0,1,19.5,27.55,1,13.775
899,9,0,0,2,98.3,923.5,0,102.61111111111111
900,17,0,0,3,93.85,1625.65,0,95.62647058823528
901,56,0,1,2,105.6,6068.65,1,108.36875
902,67,0,2,2,81.35,5398.6,1,80.57611940298509
903,9,0,0,3,100.5,918.6,0,102.06666666666666
904,4,0,0,3,56.4,234.85,1,58.7125
905,19,0,1,4,65.35,1231.85,1,64.83421052631579
906,8,0,0,1,19.95,170.9,1,21.3625
907,71,0,2,3,111.25,7984.15,1,112.45281690140844
908,10,0,0,3,72.85,688.65,0,68.865
909,15,0,0,2,89.0,1288.3,1,85.88666666666667
910,72,0,1,4,106.1,7848.5,1,109.00694444444444
911,12,0,1,2,20.05,267.0,1,22.25
912,72,0,2,4,25.2,1798.9,1,24.984722222222224
913,1,0,0,3,73.55,73.55,0,73.55
914,23,0,0,4,75.4,1643.55,1,71.45869565217392
915,72,1,2,4,65.55,4807.45,1,66.77013888888888
916,26,0,0,3,80.7,2193.0,1,84.34615384615384
917,21,0,1,1,104.55,2239.4,1,106.63809523809525
918,60,0,1,4,24.15,1505.9,1,25.098333333333336
919,12,0,0,1,20.45,255.35,1,21.279166666666665
920,16,0,0,3,75.4,1189.4,1,74.3375
921,63,0,1,2,79.7,4786.15,1,75.97063492063492
922,22,0,0,3,81.7,1820.9,1,82.76818181818182
923,32,0,0,4,76.3,2404.15,1,75.1296875
924,3,0,0,3,79.4,205.05,0,68.35000000000001
925,13,0,0,3,81.15,952.3,0,73.25384615384615
926,68,0,2,2,103.75,7039.45,1,103.52132352941176
927,30,0,1,3,86.45,2538.05,1,84.60166666666667
928,16,0,0,4,75.1,1212.85,1,75.803125
929,33,0,2,4,80.6,2651.1,1,80.33636363636363
930,72,0,2,2,19.3,1304.8,1,18.12222222222222
931,4,0,0,3,84.6,360.1,0,90.025
932,12,1,1,1,33.6,435.45,1,36.2875
933,4,0,0,3,83.25,308.05,1,77.0125
934,6,0,0,3,79.05,434.5,0,72.41666666666667
935,65,0,1,2,108.05,7118.9,1,109.52153846153846
936,15,0,0,1,19.9,320.45,1,21.363333333333333
937,24,0,1,4,21.05,531.55,1,22.147916666666664
938,13,1,0,3,30.15,382.2,1,29.4
939,24,0,0,2,79.85,2001.0,1,83.375
940,72,1,2,4,65.5,4919.7,1,68.32916666666667
941,54,0,0,4,104.1,5645.8,1,104.55185185185184
942,3,0,0,4,74.4,215.8,0,71.93333333333334
943,4,0,0,1,20.5,77.6,1,19.4
944,32,0,0,1,91.35,2896.55,1,90.5171875
945,35,0,0,3,99.05,3395.8,0,97.02285714285716
946,35,0,2,4,20.5,759.35,1,21.695714285714285
947,2,0,0,1,44.95,85.15,0,42.575
948,8,0,0,3,75.6,535.55,1,66.94375
949,22,0,0,1,55.1,1253.15,1,56.96136363636364
950,15,0,0,3,58.95,955.15,1,63.67666666666666
951,22,0,0,3,95.1,2162.6,1,98.3
952,1,0,0,2,44.7,44.7,0,44.7
953,71,0,2,4,25.45,1813.35,1,25.54014084507042
954,4,0,0,3,56.75,245.15,1,61.2875
955,25,0,0,4,81.75,2028.8,1,81.152
956,32,0,0,3,86.1,2723.75,1,85.1171875
957,7,1,0,4,29.8,220.45,1,31.49285714285714
958,17,0,1,1,20.5,365.8,1,21.51764705882353
959,8,0,0,4,60.9,551.95,1,68.99375
960,56,0,2,4,73.25,4054.2,1,72.39642857142857
961,1,0,0,1,45.7,45.7,0,45.7
962,8,0,0,2,100.3,832.35,0,104.04375
963,7,0,0,3,19.25,112.3,0,16.04285714285714
964,3,0,0,1,20.85,60.65,1,20.216666666666665
965,71,0,2,2,77.35,5550.1,1,78.17042253521127
966,2,0,0,3,96.0,174.8,0,87.4
967,1,0,0,3,90.55,90.55,0,90.55
968,49,0,0,4,93.85,4733.1,1,96.5938775510204
969,58,0,2,4,70.1,4048.95,1,69.80948275862069
970,44,1,0,3,30.35,1359.7,0,30.902272727272727
971,59,0,2,2,75.95,4542.35,1,76.98898305084747
972,71,0,2,3,108.05,7532.15,0,106.08661971830983
973,1,0,0,3,69.9,69.9,0,69.9
974,11,0,0,3,75.25,888.65,1,80.78636363636363
975,62,0,1,3,103.75,6383.35,0,102.95725806451614
976,35,0,1,4,54.95,1916.0,1,54.74285714285714
977,20,0,0,4,19.5,413.0,1,20.65
978,40,0,2,1,19.6,808.95,1,20.223750000000003
979,39,0,1,3,47.85,1886.4,1,48.369230769230775
980,1,0,0,3,86.6,86.6,0,86.6
981,72,0,2,4,23.75,1679.25,1,23.322916666666668
982,33,0,0,4,80.6,2656.5,0,80.5
983,12,0,0,4,43.8,540.95,1,45.07916666666667
984,1,0,0,4,19.75,19.75,1,19.75
985,27,0,0,1,19.15,537.35,1,19.90185185185185
986,34,0,1,2,19.6,678.8,1,19.96470588235294
987,56,0,2,4,80.3,4513.65,1,80.60089285714285
988,58,0,2,2,24.35,1423.85,1,24.54913793103448
989,22,0,2,2,25.25,555.4,1,25.245454545454542
990,10,0,2,2,26.1,225.55,1,22.555
991,13,0,2,2,20.0,268.45,1,20.65
992,35,0,0,2,85.3,2917.5,0,83.35714285714286
993,34,0,0,2,70.0,2416.1,0,71.06176470588235
994,4,0,0,3,94.3,424.45,0,106.1125
995,72,0,2,4,20.7,1492.1,1,20.72361111111111
996,2,0,0,3,70.3,132.4,1,66.2
997,7,0,0,3,95.35,660.9,0,94.41428571428573
998,27,0,0,3,75.5,1893.95,0,70.1462962962963
999,4,0,0,1,69.55,284.9,1,71.225
1000,37,0,2,1,19.85,784.25,1,21.195945945945947
1001,21,0,0,1,20.0,417.7,1,19.89047619047619
1002,53,0,1,2,95.85,5016.25,1,94.64622641509432
1003,18,0,0,3,90.1,1612.75,0,89.59722222222223
1004,2,0,0,3,68.95,119.75,0,59.875
1005,32,0,0,2,99.55,3204.65,0,100.1453125
1006,23,0,1,3,20.75,485.2,1,21.09565217391304
1007,3,0,0,1,50.15,160.85,1,53.61666666666667
1008,71,1,2,1,58.65,4145.25,1,58.38380281690141
1009,9,0,0,4,95.9,827.45,1,91.9388888888889
1010,1,0,0,3,49.5,49.5,1,49.5
1011,18,0,0,3,57.45,990.85,0,55.047222222222224
1012,12,0,1,2,53.65,696.35,0,58.02916666666667
1013,71,0,2,1,80.1,5585.4,1,78.66760563380281
1014,64,0,1,4,24.4,1601.2,1,25.01875
1015,4,1,0,3,40.05,162.45,1,40.6125
1016,23,0,0,1,19.5,470.2,1,20.443478260869565
1017,39,0,0,2,51.05,2066.0,1,52.97435897435897
